ranking_type,ranking_type_name,datetime,symbol,exchange_id,instrument_id,broker,volume,volume_change,volume_ranking,long_oi,long_change,long_ranking,short_oi,short_change,short_ranking
LONG,多头持仓排名,20250904,SHFE.rb2603,SHFE,rb2603,Z中信期货,12629,-2079,2,18230.0,2381.0,2.0,16089.0,-340.0,3.0
VOLUME,成交量排名,20250904,SHFE.rb2603,SHFE,rb2603,Z中信期货,12629,-2079,2,18230.0,2381.0,2.0,16089.0,-340.0,3.0
SHORT,空头持仓排名,20250904,SHFE.rb2603,SHFE,rb2603,Z中信期货,12629,-2079,2,18230.0,2381.0,2.0,16089.0,-340.0,3.0
LONG,多头持仓排名,20250904,SHFE.rb2601,SHFE,rb2601,Z中信期货,217259,-7439,2,262838.0,11608.0,1.0,145576.0,-4749.0,2.0
LONG,多头持仓排名,20250905,SHFE.rb2605,SHFE,rb2605,Z中信期货,4967,-539,2,6546.0,212.0,2.0,3498.0,-339.0,6.0
SHORT,空头持仓排名,20250905,SHFE.rb2605,SHFE,rb2605,Z中信期货,4967,-539,2,6546.0,212.0,2.0,3498.0,-339.0,6.0
SHORT,空头持仓排名,20250905,SHFE.rb2603,SHFE,rb2603,Z中信期货,15128,2499,2,18982.0,752.0,2.0,16089.0,0.0,3.0
SHORT,空头持仓排名,20250905,SHFE.rb2601,SHFE,rb2601,Z中信期货,287274,70015,2,263760.0,922.0,1.0,136810.0,-8766.0,2.0
LONG,多头持仓排名,20250905,SHFE.rb2601,SHFE,rb2601,Z中信期货,287274,70015,2,263760.0,922.0,1.0,136810.0,-8766.0,2.0
VOLUME,成交量排名,20250905,SHFE.rb2605,SHFE,rb2605,Z中信期货,4967,-539,2,6546.0,212.0,2.0,3498.0,-339.0,6.0
LONG,多头持仓排名,20250905,SHFE.rb2603,SHFE,rb2603,Z中信期货,15128,2499,2,18982.0,752.0,2.0,16089.0,0.0,3.0
VOLUME,成交量排名,20250905,SHFE.rb2603,SHFE,rb2603,Z中信期货,15128,2499,2,18982.0,752.0,2.0,16089.0,0.0,3.0
VOLUME,成交量排名,20250905,SHFE.rb2601,SHFE,rb2601,Z中信期货,287274,70015,2,263760.0,922.0,1.0,136810.0,-8766.0,2.0
VOLUME,成交量排名,20250908,SHFE.rb2605,SHFE,rb2605,Z中信期货,5182,215,2,7364.0,818.0,2.0,3644.0,146.0,6.0
SHORT,空头持仓排名,20250908,SHFE.rb2603,SHFE,rb2603,Z中信期货,15368,240,2,16930.0,-2052.0,3.0,15779.0,-310.0,4.0
SHORT,空头持仓排名,20250908,SHFE.rb2601,SHFE,rb2601,Z中信期货,272219,-15055,2,267366.0,3606.0,1.0,134363.0,-2447.0,3.0
VOLUME,成交量排名,20250908,SHFE.rb2603,SHFE,rb2603,Z中信期货,15368,240,2,16930.0,-2052.0,3.0,15779.0,-310.0,4.0
LONG,多头持仓排名,20250908,SHFE.rb2603,SHFE,rb2603,Z中信期货,15368,240,2,16930.0,-2052.0,3.0,15779.0,-310.0,4.0
SHORT,空头持仓排名,20250908,SHFE.rb2605,SHFE,rb2605,Z中信期货,5182,215,2,7364.0,818.0,2.0,3644.0,146.0,6.0
LONG,多头持仓排名,20250908,SHFE.rb2605,SHFE,rb2605,Z中信期货,5182,215,2,7364.0,818.0,2.0,3644.0,146.0,6.0
VOLUME,成交量排名,20250908,SHFE.rb2601,SHFE,rb2601,Z中信期货,272219,-15055,2,267366.0,3606.0,1.0,134363.0,-2447.0,3.0
LONG,多头持仓排名,20250908,SHFE.rb2601,SHFE,rb2601,Z中信期货,272219,-15055,2,267366.0,3606.0,1.0,134363.0,-2447.0,3.0
SHORT,空头持仓排名,20250909,SHFE.rb2603,SHFE,rb2603,Z中信期货,25858,10490,2,15880.0,-1050.0,4.0,15947.0,168.0,3.0
VOLUME,成交量排名,20250909,SHFE.rb2601,SHFE,rb2601,Z中信期货,273859,1640,2,260348.0,-7018.0,1.0,132892.0,-1471.0,3.0
LONG,多头持仓排名,20250909,SHFE.rb2601,SHFE,rb2601,Z中信期货,273859,1640,2,260348.0,-7018.0,1.0,132892.0,-1471.0,3.0
VOLUME,成交量排名,20250909,SHFE.rb2603,SHFE,rb2603,Z中信期货,25858,10490,2,15880.0,-1050.0,4.0,15947.0,168.0,3.0
LONG,多头持仓排名,20250909,SHFE.rb2603,SHFE,rb2603,Z中信期货,25858,10490,2,15880.0,-1050.0,4.0,15947.0,168.0,3.0
SHORT,空头持仓排名,20250909,SHFE.rb2601,SHFE,rb2601,Z中信期货,273859,1640,2,260348.0,-7018.0,1.0,132892.0,-1471.0,3.0
LONG,多头持仓排名,20250909,SHFE.rb2605,SHFE,rb2605,Z中信期货,4653,-529,3,7598.0,234.0,2.0,4621.0,977.0,5.0
SHORT,空头持仓排名,20250909,SHFE.rb2605,SHFE,rb2605,Z中信期货,4653,-529,3,7598.0,234.0,2.0,4621.0,977.0,5.0
VOLUME,成交量排名,20250909,SHFE.rb2605,SHFE,rb2605,Z中信期货,4653,-529,3,7598.0,234.0,2.0,4621.0,977.0,5.0
VOLUME,成交量排名,20250910,SHFE.rb2603,SHFE,rb2603,Z中信期货,19153,-6705,1,15863.0,-17.0,4.0,15659.0,-288.0,3.0
SHORT,空头持仓排名,20250910,SHFE.rb2603,SHFE,rb2603,Z中信期货,19153,-6705,1,15863.0,-17.0,4.0,15659.0,-288.0,3.0
LONG,多头持仓排名,20250910,SHFE.rb2603,SHFE,rb2603,Z中信期货,19153,-6705,1,15863.0,-17.0,4.0,15659.0,-288.0,3.0
LONG,多头持仓排名,20250910,SHFE.rb2601,SHFE,rb2601,Z中信期货,303578,29719,2,269772.0,9424.0,1.0,140418.0,7526.0,3.0
VOLUME,成交量排名,20250910,SHFE.rb2605,SHFE,rb2605,Z中信期货,4366,-287,2,7870.0,272.0,2.0,4761.0,140.0,5.0
SHORT,空头持仓排名,20250910,SHFE.rb2605,SHFE,rb2605,Z中信期货,4366,-287,2,7870.0,272.0,2.0,4761.0,140.0,5.0
SHORT,空头持仓排名,20250910,SHFE.rb2601,SHFE,rb2601,Z中信期货,303578,29719,2,269772.0,9424.0,1.0,140418.0,7526.0,3.0
VOLUME,成交量排名,20250910,SHFE.rb2601,SHFE,rb2601,Z中信期货,303578,29719,2,269772.0,9424.0,1.0,140418.0,7526.0,3.0
LONG,多头持仓排名,20250910,SHFE.rb2605,SHFE,rb2605,Z中信期货,4366,-287,2,7870.0,272.0,2.0,4761.0,140.0,5.0
SHORT,空头持仓排名,20250911,SHFE.rb2603,SHFE,rb2603,Z中信期货,30150,10997,1,15683.0,-180.0,4.0,16305.0,646.0,3.0
VOLUME,成交量排名,20250911,SHFE.rb2605,SHFE,rb2605,Z中信期货,6298,1932,2,7672.0,-198.0,2.0,7349.0,2588.0,4.0
LONG,多头持仓排名,20250911,SHFE.rb2605,SHFE,rb2605,Z中信期货,6298,1932,2,7672.0,-198.0,2.0,7349.0,2588.0,4.0
LONG,多头持仓排名,20250911,SHFE.rb2603,SHFE,rb2603,Z中信期货,30150,10997,1,15683.0,-180.0,4.0,16305.0,646.0,3.0
SHORT,空头持仓排名,20250911,SHFE.rb2601,SHFE,rb2601,Z中信期货,325760,22182,2,253068.0,-16704.0,1.0,168946.0,28528.0,2.0
LONG,多头持仓排名,20250911,SHFE.rb2601,SHFE,rb2601,Z中信期货,325760,22182,2,253068.0,-16704.0,1.0,168946.0,28528.0,2.0
VOLUME,成交量排名,20250911,SHFE.rb2603,SHFE,rb2603,Z中信期货,30150,10997,1,15683.0,-180.0,4.0,16305.0,646.0,3.0
SHORT,空头持仓排名,20250911,SHFE.rb2605,SHFE,rb2605,Z中信期货,6298,1932,2,7672.0,-198.0,2.0,7349.0,2588.0,4.0
VOLUME,成交量排名,20250911,SHFE.rb2601,SHFE,rb2601,Z中信期货,325760,22182,2,253068.0,-16704.0,1.0,168946.0,28528.0,2.0
LONG,多头持仓排名,20250912,SHFE.rb2605,SHFE,rb2605,Z中信期货,9409,3111,2,8002.0,330.0,2.0,9114.0,1765.0,3.0
LONG,多头持仓排名,20250912,SHFE.rb2603,SHFE,rb2603,Z中信期货,59232,29082,1,17289.0,1606.0,3.0,16335.0,30.0,3.0
VOLUME,成交量排名,20250912,SHFE.rb2601,SHFE,rb2601,Z中信期货,412518,86758,2,257987.0,4919.0,1.0,156237.0,-12709.0,2.0
SHORT,空头持仓排名,20250912,SHFE.rb2605,SHFE,rb2605,Z中信期货,9409,3111,2,8002.0,330.0,2.0,9114.0,1765.0,3.0
SHORT,空头持仓排名,20250912,SHFE.rb2601,SHFE,rb2601,Z中信期货,412518,86758,2,257987.0,4919.0,1.0,156237.0,-12709.0,2.0
LONG,多头持仓排名,20250912,SHFE.rb2601,SHFE,rb2601,Z中信期货,412518,86758,2,257987.0,4919.0,1.0,156237.0,-12709.0,2.0
SHORT,空头持仓排名,20250912,SHFE.rb2603,SHFE,rb2603,Z中信期货,59232,29082,1,17289.0,1606.0,3.0,16335.0,30.0,3.0
VOLUME,成交量排名,20250912,SHFE.rb2605,SHFE,rb2605,Z中信期货,9409,3111,2,8002.0,330.0,2.0,9114.0,1765.0,3.0
VOLUME,成交量排名,20250912,SHFE.rb2603,SHFE,rb2603,Z中信期货,59232,29082,1,17289.0,1606.0,3.0,16335.0,30.0,3.0
VOLUME,成交量排名,20250915,SHFE.rb2601,SHFE,rb2601,Z中信期货,311536,-100982,2,279288.0,21301.0,1.0,154638.0,-1599.0,2.0
SHORT,空头持仓排名,20250915,SHFE.rb2601,SHFE,rb2601,Z中信期货,311536,-100982,2,279288.0,21301.0,1.0,154638.0,-1599.0,2.0
SHORT,空头持仓排名,20250915,SHFE.rb2605,SHFE,rb2605,Z中信期货,7999,-1410,2,8574.0,572.0,2.0,10589.0,1475.0,3.0
VOLUME,成交量排名,20250915,SHFE.rb2603,SHFE,rb2603,Z中信期货,42092,-17140,1,19073.0,1784.0,2.0,16187.0,-148.0,3.0
SHORT,空头持仓排名,20250915,SHFE.rb2603,SHFE,rb2603,Z中信期货,42092,-17140,1,19073.0,1784.0,2.0,16187.0,-148.0,3.0
LONG,多头持仓排名,20250915,SHFE.rb2601,SHFE,rb2601,Z中信期货,311536,-100982,2,279288.0,21301.0,1.0,154638.0,-1599.0,2.0
LONG,多头持仓排名,20250915,SHFE.rb2603,SHFE,rb2603,Z中信期货,42092,-17140,1,19073.0,1784.0,2.0,16187.0,-148.0,3.0
LONG,多头持仓排名,20250915,SHFE.rb2605,SHFE,rb2605,Z中信期货,7999,-1410,2,8574.0,572.0,2.0,10589.0,1475.0,3.0
VOLUME,成交量排名,20250915,SHFE.rb2605,SHFE,rb2605,Z中信期货,7999,-1410,2,8574.0,572.0,2.0,10589.0,1475.0,3.0
SHORT,空头持仓排名,20250916,SHFE.rb2601,SHFE,rb2601,Z中信期货,394973,83437,2,273966.0,-5322.0,1.0,158271.0,3633.0,2.0
VOLUME,成交量排名,20250916,SHFE.rb2605,SHFE,rb2605,Z中信期货,7183,-816,4,8144.0,-430.0,2.0,10762.0,173.0,3.0
LONG,多头持仓排名,20250916,SHFE.rb2601,SHFE,rb2601,Z中信期货,394973,83437,2,273966.0,-5322.0,1.0,158271.0,3633.0,2.0
LONG,多头持仓排名,20250916,SHFE.rb2603,SHFE,rb2603,Z中信期货,40397,-1695,1,17146.0,-1927.0,3.0,15809.0,-378.0,4.0
VOLUME,成交量排名,20250916,SHFE.rb2601,SHFE,rb2601,Z中信期货,394973,83437,2,273966.0,-5322.0,1.0,158271.0,3633.0,2.0
SHORT,空头持仓排名,20250916,SHFE.rb2603,SHFE,rb2603,Z中信期货,40397,-1695,1,17146.0,-1927.0,3.0,15809.0,-378.0,4.0
LONG,多头持仓排名,20250916,SHFE.rb2605,SHFE,rb2605,Z中信期货,7183,-816,4,8144.0,-430.0,2.0,10762.0,173.0,3.0
SHORT,空头持仓排名,20250916,SHFE.rb2605,SHFE,rb2605,Z中信期货,7183,-816,4,8144.0,-430.0,2.0,10762.0,173.0,3.0
VOLUME,成交量排名,20250916,SHFE.rb2603,SHFE,rb2603,Z中信期货,40397,-1695,1,17146.0,-1927.0,3.0,15809.0,-378.0,4.0
SHORT,空头持仓排名,20250917,SHFE.rb2603,SHFE,rb2603,Z中信期货,35536,-4861,1,17719.0,573.0,2.0,15926.0,117.0,4.0
VOLUME,成交量排名,20250917,SHFE.rb2601,SHFE,rb2601,Z中信期货,252357,-142616,2,276790.0,2824.0,1.0,144794.0,-13477.0,3.0
LONG,多头持仓排名,20250917,SHFE.rb2605,SHFE,rb2605,Z中信期货,5027,-2156,3,7865.0,-279.0,2.0,11020.0,258.0,3.0
LONG,多头持仓排名,20250917,SHFE.rb2601,SHFE,rb2601,Z中信期货,252357,-142616,2,276790.0,2824.0,1.0,144794.0,-13477.0,3.0
SHORT,空头持仓排名,20250917,SHFE.rb2601,SHFE,rb2601,Z中信期货,252357,-142616,2,276790.0,2824.0,1.0,144794.0,-13477.0,3.0
VOLUME,成交量排名,20250917,SHFE.rb2603,SHFE,rb2603,Z中信期货,35536,-4861,1,17719.0,573.0,2.0,15926.0,117.0,4.0
LONG,多头持仓排名,20250917,SHFE.rb2603,SHFE,rb2603,Z中信期货,35536,-4861,1,17719.0,573.0,2.0,15926.0,117.0,4.0
SHORT,空头持仓排名,20250917,SHFE.rb2605,SHFE,rb2605,Z中信期货,5027,-2156,3,7865.0,-279.0,2.0,11020.0,258.0,3.0
VOLUME,成交量排名,20250917,SHFE.rb2605,SHFE,rb2605,Z中信期货,5027,-2156,3,7865.0,-279.0,2.0,11020.0,258.0,3.0
LONG,多头持仓排名,20250918,SHFE.rb2603,SHFE,rb2603,Z中信期货,46911,11375,1,17321.0,-398.0,3.0,16225.0,299.0,3.0
VOLUME,成交量排名,20250918,SHFE.rb2603,SHFE,rb2603,Z中信期货,46911,11375,1,17321.0,-398.0,3.0,16225.0,299.0,3.0
LONG,多头持仓排名,20250918,SHFE.rb2605,SHFE,rb2605,Z中信期货,6433,1406,2,8098.0,233.0,2.0,10448.0,-572.0,3.0
VOLUME,成交量排名,20250918,SHFE.rb2605,SHFE,rb2605,Z中信期货,6433,1406,2,8098.0,233.0,2.0,10448.0,-572.0,3.0
SHORT,空头持仓排名,20250918,SHFE.rb2603,SHFE,rb2603,Z中信期货,46911,11375,1,17321.0,-398.0,3.0,16225.0,299.0,3.0
SHORT,空头持仓排名,20250918,SHFE.rb2601,SHFE,rb2601,Z中信期货,334758,82401,2,285969.0,9179.0,1.0,135001.0,-9793.0,3.0
LONG,多头持仓排名,20250918,SHFE.rb2601,SHFE,rb2601,Z中信期货,334758,82401,2,285969.0,9179.0,1.0,135001.0,-9793.0,3.0
SHORT,空头持仓排名,20250918,SHFE.rb2605,SHFE,rb2605,Z中信期货,6433,1406,2,8098.0,233.0,2.0,10448.0,-572.0,3.0
VOLUME,成交量排名,20250918,SHFE.rb2601,SHFE,rb2601,Z中信期货,334758,82401,2,285969.0,9179.0,1.0,135001.0,-9793.0,3.0
SHORT,空头持仓排名,20250919,SHFE.rb2605,SHFE,rb2605,Z中信期货,5501,-932,2,8829.0,731.0,2.0,10562.0,114.0,3.0
SHORT,空头持仓排名,20250919,SHFE.rb2603,SHFE,rb2603,Z中信期货,28366,-18545,1,19524.0,2203.0,2.0,15964.0,-261.0,3.0
LONG,多头持仓排名,20250919,SHFE.rb2603,SHFE,rb2603,Z中信期货,28366,-18545,1,19524.0,2203.0,2.0,15964.0,-261.0,3.0
VOLUME,成交量排名,20250919,SHFE.rb2605,SHFE,rb2605,Z中信期货,5501,-932,2,8829.0,731.0,2.0,10562.0,114.0,3.0
VOLUME,成交量排名,20250919,SHFE.rb2603,SHFE,rb2603,Z中信期货,28366,-18545,1,19524.0,2203.0,2.0,15964.0,-261.0,3.0
LONG,多头持仓排名,20250919,SHFE.rb2605,SHFE,rb2605,Z中信期货,5501,-932,2,8829.0,731.0,2.0,10562.0,114.0,3.0
LONG,多头持仓排名,20250919,SHFE.rb2601,SHFE,rb2601,Z中信期货,261600,-73158,2,307932.0,21963.0,1.0,128948.0,-6053.0,3.0
VOLUME,成交量排名,20250919,SHFE.rb2601,SHFE,rb2601,Z中信期货,261600,-73158,2,307932.0,21963.0,1.0,128948.0,-6053.0,3.0
SHORT,空头持仓排名,20250919,SHFE.rb2601,SHFE,rb2601,Z中信期货,261600,-73158,2,307932.0,21963.0,1.0,128948.0,-6053.0,3.0
LONG,多头持仓排名,20250922,SHFE.rb2605,SHFE,rb2605,Z中信期货,6112,611,2,8450.0,-379.0,2.0,10795.0,233.0,3.0
SHORT,空头持仓排名,20250922,SHFE.rb2601,SHFE,rb2601,Z中信期货,356134,94534,2,296410.0,-11522.0,1.0,129390.0,442.0,3.0
LONG,多头持仓排名,20250922,SHFE.rb2601,SHFE,rb2601,Z中信期货,356134,94534,2,296410.0,-11522.0,1.0,129390.0,442.0,3.0
SHORT,空头持仓排名,20250922,SHFE.rb2605,SHFE,rb2605,Z中信期货,6112,611,2,8450.0,-379.0,2.0,10795.0,233.0,3.0
VOLUME,成交量排名,20250922,SHFE.rb2601,SHFE,rb2601,Z中信期货,356134,94534,2,296410.0,-11522.0,1.0,129390.0,442.0,3.0
SHORT,空头持仓排名,20250922,SHFE.rb2603,SHFE,rb2603,Z中信期货,38801,10435,1,17955.0,-1569.0,2.0,15824.0,-140.0,4.0
VOLUME,成交量排名,20250922,SHFE.rb2603,SHFE,rb2603,Z中信期货,38801,10435,1,17955.0,-1569.0,2.0,15824.0,-140.0,4.0
LONG,多头持仓排名,20250922,SHFE.rb2603,SHFE,rb2603,Z中信期货,38801,10435,1,17955.0,-1569.0,2.0,15824.0,-140.0,4.0
VOLUME,成交量排名,20250922,SHFE.rb2605,SHFE,rb2605,Z中信期货,6112,611,2,8450.0,-379.0,2.0,10795.0,233.0,3.0
VOLUME,成交量排名,20250923,SHFE.rb2603,SHFE,rb2603,Z中信期货,32859,-5942,1,18442.0,487.0,2.0,16716.0,892.0,3.0
SHORT,空头持仓排名,20250923,SHFE.rb2601,SHFE,rb2601,Z中信期货,272060,-84074,2,291936.0,-4474.0,1.0,139285.0,9895.0,3.0
SHORT,空头持仓排名,20250923,SHFE.rb2603,SHFE,rb2603,Z中信期货,32859,-5942,1,18442.0,487.0,2.0,16716.0,892.0,3.0
LONG,多头持仓排名,20250923,SHFE.rb2601,SHFE,rb2601,Z中信期货,272060,-84074,2,291936.0,-4474.0,1.0,139285.0,9895.0,3.0
LONG,多头持仓排名,20250923,SHFE.rb2605,SHFE,rb2605,Z中信期货,4333,-1779,5,8367.0,-83.0,2.0,10823.0,28.0,3.0
SHORT,空头持仓排名,20250923,SHFE.rb2605,SHFE,rb2605,Z中信期货,4333,-1779,5,8367.0,-83.0,2.0,10823.0,28.0,3.0
VOLUME,成交量排名,20250923,SHFE.rb2601,SHFE,rb2601,Z中信期货,272060,-84074,2,291936.0,-4474.0,1.0,139285.0,9895.0,3.0
LONG,多头持仓排名,20250923,SHFE.rb2603,SHFE,rb2603,Z中信期货,32859,-5942,1,18442.0,487.0,2.0,16716.0,892.0,3.0
VOLUME,成交量排名,20250923,SHFE.rb2605,SHFE,rb2605,Z中信期货,4333,-1779,5,8367.0,-83.0,2.0,10823.0,28.0,3.0
SHORT,空头持仓排名,20250924,SHFE.rb2605,SHFE,rb2605,Z中信期货,5291,958,2,8666.0,299.0,2.0,11477.0,654.0,3.0
VOLUME,成交量排名,20250924,SHFE.rb2605,SHFE,rb2605,Z中信期货,5291,958,2,8666.0,299.0,2.0,11477.0,654.0,3.0
SHORT,空头持仓排名,20250924,SHFE.rb2601,SHFE,rb2601,Z中信期货,284074,12014,2,303981.0,12045.0,1.0,127722.0,-11563.0,3.0
SHORT,空头持仓排名,20250924,SHFE.rb2603,SHFE,rb2603,Z中信期货,33328,469,1,21978.0,3536.0,2.0,18456.0,1740.0,2.0
LONG,多头持仓排名,20250924,SHFE.rb2605,SHFE,rb2605,Z中信期货,5291,958,2,8666.0,299.0,2.0,11477.0,654.0,3.0
VOLUME,成交量排名,20250924,SHFE.rb2603,SHFE,rb2603,Z中信期货,33328,469,1,21978.0,3536.0,2.0,18456.0,1740.0,2.0
VOLUME,成交量排名,20250924,SHFE.rb2601,SHFE,rb2601,Z中信期货,284074,12014,2,303981.0,12045.0,1.0,127722.0,-11563.0,3.0
LONG,多头持仓排名,20250924,SHFE.rb2603,SHFE,rb2603,Z中信期货,33328,469,1,21978.0,3536.0,2.0,18456.0,1740.0,2.0
LONG,多头持仓排名,20250924,SHFE.rb2601,SHFE,rb2601,Z中信期货,284074,12014,2,303981.0,12045.0,1.0,127722.0,-11563.0,3.0
LONG,多头持仓排名,20250925,SHFE.rb2601,SHFE,rb2601,Z中信期货,200077,-83997,2,305691.0,1710.0,1.0,128892.0,1170.0,3.0
SHORT,空头持仓排名,20250925,SHFE.rb2603,SHFE,rb2603,Z中信期货,23530,-9798,1,22553.0,575.0,2.0,19125.0,669.0,3.0
VOLUME,成交量排名,20250925,SHFE.rb2601,SHFE,rb2601,Z中信期货,200077,-83997,2,305691.0,1710.0,1.0,128892.0,1170.0,3.0
LONG,多头持仓排名,20250925,SHFE.rb2603,SHFE,rb2603,Z中信期货,23530,-9798,1,22553.0,575.0,2.0,19125.0,669.0,3.0
SHORT,空头持仓排名,20250925,SHFE.rb2605,SHFE,rb2605,Z中信期货,4714,-577,2,8380.0,-286.0,2.0,11185.0,-292.0,3.0
SHORT,空头持仓排名,20250925,SHFE.rb2601,SHFE,rb2601,Z中信期货,200077,-83997,2,305691.0,1710.0,1.0,128892.0,1170.0,3.0
VOLUME,成交量排名,20250925,SHFE.rb2605,SHFE,rb2605,Z中信期货,4714,-577,2,8380.0,-286.0,2.0,11185.0,-292.0,3.0
LONG,多头持仓排名,20250925,SHFE.rb2605,SHFE,rb2605,Z中信期货,4714,-577,2,8380.0,-286.0,2.0,11185.0,-292.0,3.0
VOLUME,成交量排名,20250925,SHFE.rb2603,SHFE,rb2603,Z中信期货,23530,-9798,1,22553.0,575.0,2.0,19125.0,669.0,3.0
SHORT,空头持仓排名,20250926,SHFE.rb2603,SHFE,rb2603,Z中信期货,31367,7837,1,21253.0,-1300.0,2.0,20600.0,1475.0,2.0
LONG,多头持仓排名,20250926,SHFE.rb2603,SHFE,rb2603,Z中信期货,31367,7837,1,21253.0,-1300.0,2.0,20600.0,1475.0,2.0
VOLUME,成交量排名,20250926,SHFE.rb2605,SHFE,rb2605,Z中信期货,7292,2578,1,6984.0,-1396.0,4.0,12003.0,818.0,3.0
LONG,多头持仓排名,20250926,SHFE.rb2601,SHFE,rb2601,Z中信期货,312556,112479,2,309922.0,4231.0,1.0,161961.0,33069.0,3.0
SHORT,空头持仓排名,20250926,SHFE.rb2605,SHFE,rb2605,Z中信期货,7292,2578,1,6984.0,-1396.0,4.0,12003.0,818.0,3.0
LONG,多头持仓排名,20250926,SHFE.rb2605,SHFE,rb2605,Z中信期货,7292,2578,1,6984.0,-1396.0,4.0,12003.0,818.0,3.0
VOLUME,成交量排名,20250926,SHFE.rb2601,SHFE,rb2601,Z中信期货,312556,112479,2,309922.0,4231.0,1.0,161961.0,33069.0,3.0
SHORT,空头持仓排名,20250926,SHFE.rb2601,SHFE,rb2601,Z中信期货,312556,112479,2,309922.0,4231.0,1.0,161961.0,33069.0,3.0
VOLUME,成交量排名,20250926,SHFE.rb2603,SHFE,rb2603,Z中信期货,31367,7837,1,21253.0,-1300.0,2.0,20600.0,1475.0,2.0
